id,loan_status,prob
58772,0,0.0664
58773,0,0.0377
58774,0,0.0283
58775,1,0.7112
58776,0,0.1918
58777,0,0.0222
58778,0,0.0326
58779,0,0.0389
58780,0,0.0249
58781,0,0.0293
58782,0,0.022
58783,0,0.054
58784,0,0.023
58785,0,0.0092
58786,0,0.0345
58787,1,0.5369
58788,0,0.0794
58789,0,0.0814
58790,0,0.062
58791,0,0.0635
58792,0,0.0048
58793,0,0.0787
58794,0,0.0255
58795,0,0.0939
58796,0,0.0559
58797,0,0.0493
58798,0,0.2192
58799,1,0.7785
58800,0,0.0343
58801,0,0.0175
58802,1,0.5372
58803,0,0.0589
58804,1,0.7954
58805,1,0.853
58806,0,0.1285
58807,0,0.0123
58808,0,0.009
58809,1,0.8306
58810,1,0.8254
58811,0,0.0267
58812,0,0.0673
58813,0,0.0269
58814,0,0.0508
58815,0,0.0279
58816,0,0.0631
58817,0,0.0044
58818,0,0.0665
58819,0,0.0468
58820,0,0.009
58821,0,0.0574
58822,0,0.025
58823,0,0.087
58824,0,0.0692
58825,0,0.0095
58826,0,0.1599
58827,0,0.0653
58828,0,0.025
58829,0,0.0617
58830,0,0.0243
58831,0,0.0821
58832,0,0.042
58833,0,0.0083
58834,0,0.0191
58835,1,0.8378
58836,0,0.0591
58837,0,0.3484
58838,0,0.0151
58839,0,0.012
58840,0,0.0375
58841,1,0.6956
58842,0,0.0108
58843,0,0.027
58844,0,0.038
58845,0,0.0342
58846,0,0.0029
58847,1,0.8298
58848,0,0.2298
58849,0,0.2851
58850,0,0.0745
58851,0,0.0959
58852,0,0.0782
58853,0,0.0472
58854,1,0.9938
58855,0,0.3108
58856,0,0.0116
58857,0,0.1059
58858,0,0.2146
58859,0,0.0382
58860,0,0.0227
58861,0,0.0749
58862,0,0.1843
58863,0,0.247
58864,0,0.0358
58865,0,0.2754
58866,0,0.0166
58867,0,0.0022
58868,0,0.0308
58869,0,0.0275
58870,0,0.2456
58871,0,0.0105
58872,0,0.0375
58873,0,0.0478
58874,1,0.9295
58875,0,0.0314
58876,0,0.0127
58877,0,0.0109
58878,0,0.0251
58879,0,0.0234
58880,0,0.0161
58881,0,0.0262
58882,0,0.0094
58883,0,0.4414
58884,1,0.6516
58885,0,0.0561
58886,0,0.0078
58887,1,0.911
58888,0,0.0697
58889,1,0.9381
58890,0,0.1542
58891,0,0.0477
58892,0,0.0606
58893,0,0.0164
58894,0,0.0215
58895,0,0.0088
58896,0,0.0234
58897,0,0.1171
58898,0,0.0923
58899,1,0.6906
58900,0,0.034
58901,0,0.0375
58902,0,0.0843
58903,0,0.0101
58904,0,0.0524
58905,0,0.0077
58906,0,0.0842
58907,0,0.0741
58908,0,0.005
58909,0,0.1409
58910,0,0.0047
58911,0,0.0211
58912,0,0.0067
58913,0,0.0527
58914,0,0.0149
58915,0,0.0409
58916,0,0.0405
58917,0,0.0713
58918,0,0.0178
58919,0,0.025
58920,0,0.3164
58921,0,0.0156
58922,0,0.0486
58923,0,0.0118
58924,0,0.0405
58925,0,0.0547
58926,0,0.22
58927,0,0.0384
58928,0,0.0856
58929,0,0.0075
58930,0,0.0451
58931,1,0.989
58932,1,0.8137
58933,0,0.2511
58934,0,0.0939
58935,0,0.0473
58936,0,0.0457
58937,0,0.0115
58938,0,0.0722
58939,0,0.016
58940,0,0.0211
58941,1,0.9836
58942,1,0.8925
58943,0,0.0134
58944,0,0.0335
58945,0,0.0604
58946,0,0.0627
58947,0,0.0136
58948,0,0.0243
58949,0,0.0128
58950,0,0.1116
58951,0,0.033
58952,0,0.0136
58953,0,0.0212
58954,1,0.5441
58955,0,0.0647
58956,0,0.0058
58957,1,0.9926
58958,1,0.9902
58959,0,0.0104
58960,0,0.045
58961,0,0.0062
58962,0,0.0752
58963,0,0.1084
58964,0,0.0527
58965,0,0.03
58966,0,0.0295
58967,0,0.0161
58968,0,0.016
58969,0,0.4379
58970,0,0.0165
58971,0,0.0884
58972,0,0.0574
58973,1,0.9342
58974,0,0.05
58975,0,0.0728
58976,0,0.0585
58977,0,0.0288
58978,0,0.0481
58979,0,0.0622
58980,0,0.0175
58981,0,0.0128
58982,0,0.006
58983,0,0.0093
58984,0,0.0184
58985,0,0.0161
58986,1,0.81
58987,0,0.0114
58988,0,0.0575
58989,0,0.0288
58990,0,0.0121
58991,0,0.0276
58992,0,0.0186
58993,0,0.0129
58994,0,0.0335
58995,1,0.9826
58996,0,0.0709
58997,1,0.7838
58998,0,0.0034
58999,0,0.0457
59000,0,0.1047
59001,0,0.0706
59002,0,0.0522
59003,0,0.081
59004,0,0.0678
59005,0,0.0116
59006,0,0.0244
59007,0,0.0279
59008,1,0.9761
59009,0,0.0365
59010,0,0.0098
59011,0,0.0087
59012,0,0.0121
59013,0,0.0391
59014,0,0.024
59015,0,0.0633
59016,0,0.0245
59017,0,0.0343
59018,0,0.0691
59019,0,0.0098
59020,0,0.0248
59021,0,0.0304
59022,0,0.0716
59023,1,0.9958
59024,0,0.0306
59025,1,0.818
59026,0,0.0287
59027,0,0.0191
59028,0,0.0726
59029,0,0.0379
59030,0,0.0238
59031,0,0.2007
59032,0,0.226
59033,0,0.0839
59034,0,0.0726
59035,0,0.016
59036,0,0.1532
59037,0,0.0864
59038,0,0.0284
59039,0,0.0078
59040,0,0.0334
59041,0,0.0342
59042,0,0.0868
59043,1,0.9969
59044,0,0.0132
59045,0,0.0267
59046,0,0.1871
59047,0,0.069
59048,0,0.0353
59049,0,0.0568
59050,0,0.0144
59051,0,0.0674
59052,0,0.0067
59053,0,0.0112
59054,0,0.0434
59055,0,0.0526
59056,0,0.0093
59057,1,0.8537
59058,0,0.0045
59059,0,0.0338
59060,0,0.0225
59061,0,0.0124
59062,0,0.0698
59063,0,0.0133
59064,0,0.0504
59065,0,0.0056
59066,0,0.1603
59067,0,0.0092
59068,0,0.037
59069,0,0.018
59070,0,0.0138
59071,0,0.0677
59072,0,0.064
59073,1,0.8077
59074,0,0.048
59075,0,0.0769
59076,0,0.0159
59077,1,0.939
59078,0,0.2889
59079,0,0.0634
59080,0,0.0149
59081,0,0.012
59082,0,0.0753
59083,0,0.0062
59084,0,0.0101
59085,0,0.0859
59086,0,0.0709
59087,0,0.0449
59088,0,0.0612
59089,0,0.0633
59090,0,0.1404
59091,0,0.0076
59092,0,0.1196
59093,0,0.0365
59094,0,0.0224
59095,0,0.0079
59096,1,0.8733
59097,0,0.3905
59098,0,0.1389
59099,0,0.0133
59100,0,0.0204
59101,0,0.0149
59102,0,0.0183
59103,0,0.0499
59104,0,0.0072
59105,0,0.0824
59106,0,0.0124
59107,0,0.1006
59108,0,0.0882
59109,0,0.0591
59110,0,0.0075
59111,0,0.0141
59112,0,0.0655
59113,1,0.9708
59114,0,0.0496
59115,0,0.0679
59116,0,0.0133
59117,0,0.0126
59118,0,0.118
59119,0,0.069
59120,0,0.0134
59121,0,0.012
59122,0,0.1134
59123,1,0.9068
59124,1,0.9232
59125,0,0.069
59126,1,0.8194
59127,0,0.0482
59128,0,0.077
59129,0,0.0363
59130,0,0.032
59131,0,0.0565
59132,0,0.132
59133,0,0.341
59134,0,0.0504
59135,0,0.0026
59136,0,0.0138
59137,0,0.0309
59138,0,0.0367
59139,0,0.0021
59140,0,0.0695
59141,1,0.9236
59142,0,0.1028
59143,0,0.0765
59144,0,0.0126
59145,0,0.0702
59146,0,0.0617
59147,0,0.0079
59148,0,0.0464
59149,0,0.0372
59150,0,0.0228
59151,0,0.0345
59152,0,0.0799
59153,0,0.0144
59154,0,0.0654
59155,0,0.0474
59156,0,0.3139
59157,0,0.0112
59158,0,0.0845
59159,0,0.0135
59160,0,0.0527
59161,0,0.039
59162,0,0.0256
59163,0,0.0452
59164,0,0.0256
59165,0,0.1555
59166,0,0.015
59167,0,0.0862
59168,0,0.1363
59169,1,0.82
59170,0,0.0367
59171,0,0.0174
59172,0,0.0362
59173,0,0.0294
59174,0,0.0137
59175,0,0.0297
59176,0,0.0481
59177,0,0.014
59178,0,0.0165
59179,0,0.0161
59180,0,0.1642
59181,0,0.1807
59182,1,0.8086
59183,0,0.0358
59184,0,0.0888
59185,0,0.2507
59186,0,0.0405
59187,0,0.0219
59188,0,0.1623
59189,0,0.0202
59190,0,0.0241
59191,0,0.0205
59192,0,0.029
59193,0,0.023
59194,0,0.1288
59195,0,0.035
59196,0,0.0261
59197,0,0.0628
59198,0,0.1056
59199,0,0.0029
59200,1,0.9253
59201,0,0.0254
59202,0,0.0037
59203,0,0.3701
59204,0,0.0279
59205,0,0.0158
59206,0,0.0286
59207,0,0.0225
59208,0,0.02
59209,0,0.0264
59210,0,0.039
59211,0,0.3797
59212,0,0.053
59213,0,0.3837
59214,0,0.0158
59215,0,0.0143
59216,0,0.2471
59217,0,0.0094
59218,0,0.0234
59219,0,0.0071
59220,0,0.3417
59221,1,0.8092
59222,0,0.0275
59223,0,0.0182
59224,0,0.1035
59225,0,0.011
59226,0,0.0173
59227,0,0.2855
59228,0,0.0528
59229,0,0.0022
59230,0,0.0108
59231,0,0.0078
59232,0,0.0947
59233,0,0.0571
59234,0,0.0965
59235,0,0.0105
59236,0,0.1542
59237,0,0.1114
59238,0,0.0116
59239,0,0.1043
59240,0,0.0122
59241,0,0.0646
59242,0,0.05
59243,1,0.8091
59244,0,0.0527
59245,1,0.6237
59246,0,0.017
59247,0,0.0362
59248,0,0.0088
59249,0,0.0852
59250,0,0.0597
59251,0,0.0504
59252,0,0.012
59253,0,0.056
59254,0,0.0232
59255,0,0.0142
59256,0,0.0046
59257,1,0.9044
59258,0,0.0417
59259,1,0.9952
59260,0,0.0073
59261,0,0.0219
59262,0,0.0788
59263,0,0.0036
59264,0,0.0498
59265,0,0.4763
59266,0,0.1562
59267,0,0.3504
59268,0,0.1347
59269,0,0.0056
59270,1,0.9886
59271,0,0.0188
59272,1,0.7154
59273,0,0.042
59274,0,0.3294
59275,0,0.0376
59276,0,0.0484
59277,0,0.0187
59278,0,0.0514
59279,0,0.0331
59280,0,0.0162
59281,0,0.1238
59282,0,0.0332
59283,0,0.0526
59284,0,0.0116
59285,0,0.0428
59286,0,0.2068
59287,0,0.3142
59288,1,0.9858
59289,0,0.0185
59290,0,0.1098
59291,0,0.0434
59292,0,0.0047
59293,0,0.033
59294,1,0.751
59295,0,0.0521
59296,0,0.0186
59297,0,0.0207
59298,0,0.0432
59299,0,0.0501
59300,0,0.0433
59301,0,0.0275
59302,0,0.0361
59303,0,0.0425
59304,0,0.0244
59305,0,0.0839
59306,0,0.0029
59307,0,0.031
59308,0,0.0243
59309,0,0.0223
59310,0,0.0087
59311,0,0.0669
59312,0,0.0238
59313,1,0.8979
59314,0,0.0892
59315,0,0.0157
59316,1,0.6969
59317,0,0.1347
59318,0,0.0354
59319,0,0.0681
59320,0,0.0547
59321,0,0.0629
59322,0,0.087
59323,0,0.0625
59324,1,0.5164
59325,0,0.1229
59326,0,0.0477
59327,0,0.0549
59328,0,0.0182
59329,0,0.0512
59330,0,0.1528
59331,0,0.0163
59332,0,0.0227
59333,0,0.0071
59334,0,0.0624
59335,0,0.0484
59336,0,0.0433
59337,0,0.0208
59338,0,0.039
59339,0,0.1821
59340,0,0.218
59341,0,0.0692
59342,0,0.0401
59343,0,0.0051
59344,0,0.0908
59345,0,0.0255
59346,0,0.0172
59347,0,0.3364
59348,0,0.0117
59349,0,0.0658
59350,0,0.0186
59351,0,0.0549
59352,0,0.1069
59353,1,0.7482
59354,1,0.5916
59355,0,0.0126
59356,0,0.0067
59357,0,0.0182
59358,0,0.0558
59359,0,0.0742
59360,1,0.8623
59361,0,0.0158
59362,0,0.1219
59363,0,0.011
59364,0,0.0256
59365,0,0.0117
59366,0,0.0271
59367,0,0.058
59368,1,0.7747
59369,0,0.1136
59370,0,0.0242
59371,0,0.0393
59372,0,0.3561
59373,0,0.0686
59374,0,0.0062
59375,1,0.9998
59376,1,0.7544
59377,0,0.0497
59378,0,0.0791
59379,0,0.0598
59380,0,0.1129
59381,0,0.0238
59382,0,0.2256
59383,1,0.8329
59384,0,0.0203
59385,0,0.0348
59386,0,0.0898
59387,1,0.9795
59388,1,0.9386
59389,0,0.096
59390,0,0.0537
59391,0,0.0579
59392,0,0.0484
59393,1,0.801
59394,0,0.4779
59395,0,0.053
59396,0,0.036
59397,0,0.0525
59398,0,0.0156
59399,0,0.0226
59400,0,0.0953
59401,0,0.0452
59402,0,0.0538
59403,0,0.0383
59404,0,0.0377
59405,0,0.009
59406,0,0.0131
59407,0,0.0134
59408,0,0.0504
59409,0,0.0369
59410,0,0.021
59411,0,0.0294
59412,0,0.0223
59413,0,0.006
59414,0,0.065
59415,0,0.0997
59416,0,0.0307
59417,0,0.0178
59418,0,0.0099
59419,0,0.0064
59420,0,0.4182
59421,0,0.1082
59422,0,0.0549
59423,0,0.1612
59424,1,0.7992
59425,0,0.2634
59426,0,0.0086
59427,0,0.0206
59428,0,0.0577
59429,0,0.0096
59430,0,0.0196
59431,0,0.034
59432,0,0.0093
59433,0,0.047
59434,0,0.0086
59435,0,0.001
59436,0,0.0118
59437,0,0.0352
59438,0,0.239
59439,0,0.0557
59440,0,0.0187
59441,0,0.0517
59442,0,0.0146
59443,0,0.0239
59444,0,0.1035
59445,0,0.0823
59446,0,0.075
59447,0,0.0543
59448,0,0.0161
59449,0,0.0257
59450,0,0.0681
59451,1,0.6316
59452,0,0.0451
59453,0,0.0392
59454,0,0.3336
59455,0,0.1229
59456,0,0.0233
59457,1,0.8135
59458,0,0.1221
59459,0,0.0763
59460,0,0.2238
59461,0,0.0062
59462,1,0.907
59463,0,0.0141
59464,0,0.1478
59465,0,0.0903
59466,0,0.0381
59467,0,0.0279
59468,0,0.0045
59469,0,0.029
59470,0,0.0058
59471,0,0.0225
59472,0,0.0861
59473,0,0.0306
59474,0,0.0418
59475,0,0.0598
59476,0,0.0358
59477,0,0.0174
59478,0,0.0053
59479,0,0.0347
59480,0,0.022
59481,0,0.0776
59482,1,0.9545
59483,0,0.0272
59484,0,0.0093
59485,0,0.039
59486,0,0.2303
59487,0,0.0287
59488,0,0.1306
59489,0,0.0206
59490,0,0.025
59491,1,0.9467
59492,0,0.0298
59493,0,0.0489
59494,0,0.0128
59495,1,0.8093
59496,0,0.0328
59497,1,0.9529
59498,0,0.0645
59499,0,0.0499
59500,1,0.9575
59501,0,0.0389
59502,1,0.7811
59503,0,0.1373
59504,0,0.0069
59505,0,0.065
59506,0,0.0115
59507,0,0.0079
59508,0,0.0228
59509,0,0.0158
59510,0,0.3054
59511,0,0.0205
59512,0,0.0222
59513,0,0.4301
59514,0,0.0218
59515,0,0.0338
59516,0,0.0638
59517,0,0.3477
59518,0,0.0206
59519,0,0.007
59520,0,0.0549
59521,0,0.0606
59522,0,0.1574
59523,0,0.0177
59524,0,0.01
59525,0,0.2648
59526,0,0.2322
59527,0,0.0263
59528,0,0.0483
59529,0,0.0355
59530,1,0.7879
59531,0,0.0255
59532,0,0.0027
59533,0,0.0718
59534,0,0.0432
59535,0,0.0358
59536,0,0.0895
59537,0,0.0771
59538,0,0.0849
59539,0,0.0226
59540,1,0.5462
59541,0,0.028
59542,0,0.0776
59543,0,0.0408
59544,0,0.0308
59545,0,0.0746
59546,0,0.0246
59547,0,0.0517
59548,0,0.0114
59549,0,0.039
59550,0,0.0164
59551,0,0.0363
59552,0,0.0271
59553,0,0.0194
59554,1,0.9717
59555,0,0.0384
59556,0,0.0096
59557,0,0.0057
59558,0,0.0642
59559,0,0.0517
59560,0,0.0062
59561,0,0.0242
59562,0,0.1189
59563,0,1e-04
59564,0,0.2951
59565,0,0.0394
59566,0,0.0674
59567,0,0.0159
59568,0,0.0167
59569,0,0.0202
59570,0,0.2293
59571,0,0.1323
59572,0,0.0219
59573,0,0.0553
59574,1,0.914
59575,0,0.0211
59576,0,0.0289
59577,0,0.0397
59578,0,0.0914
59579,0,0.0099
59580,0,0.0211
59581,0,0.0226
59582,0,0.017
59583,0,0.0329
59584,0,0.0092
59585,0,0.0398
59586,0,0.0246
59587,0,0.0108
59588,0,0.4336
59589,0,0.0937
59590,0,0.0067
59591,0,0.0543
59592,0,0.0742
59593,0,0.0116
59594,0,0.073
59595,0,0.0127
59596,0,0.3038
59597,1,0.9168
59598,0,0.0854
59599,0,0.0453
59600,1,0.8994
59601,0,0.012
59602,0,0.0694
59603,0,0.0203
59604,0,0.0478
59605,0,0.0184
59606,0,0.0331
59607,0,0.0472
59608,0,0.0459
59609,0,0.0319
59610,1,0.9945
59611,0,0.0083
59612,1,0.9327
59613,0,0.0268
59614,0,0.0871
59615,0,0.0686
59616,0,0.11
59617,0,0.0831
59618,0,0.0777
59619,0,0.0122
59620,0,0.0416
59621,0,0.0137
59622,0,0.0351
59623,0,0.0864
59624,0,0.4858
59625,0,0.0526
59626,0,0.0539
59627,0,0.1414
59628,0,0.0315
59629,0,0.0208
59630,0,0.0628
59631,0,0.0069
59632,0,0.0406
59633,0,0.0279
59634,0,0.028
59635,0,0.0356
59636,0,0.1057
59637,0,0.0521
59638,1,0.9618
59639,0,0.0223
59640,0,0.0268
59641,0,0.016
59642,0,0.0154
59643,0,0.0651
59644,0,0.049
59645,0,0.2868
59646,0,0.0237
59647,1,0.9333
59648,0,0.0121
59649,0,0.0478
59650,0,0.0041
59651,0,0.0034
59652,0,0.0467
59653,0,0.0256
59654,0,0.0426
59655,0,0.0375
59656,0,0.1255
59657,1,0.8519
59658,0,0.0115
59659,0,0.0688
59660,0,0.1741
59661,0,0.0765
59662,1,0.6301
59663,0,0.1373
59664,0,0.1167
59665,0,0.0513
59666,0,0.0483
59667,0,0.0285
59668,0,0.0284
59669,0,0.033
59670,0,0.063
59671,0,0.0118
59672,0,0.0217
59673,0,0.0284
59674,0,0.3333
59675,0,0.0044
59676,0,0.235
59677,1,0.8624
59678,0,0.013
59679,0,0.0411
59680,0,0.0075
59681,0,0.032
59682,0,0.0452
59683,0,0.0105
59684,0,0.042
59685,0,0.0653
59686,1,0.5562
59687,0,0.0493
59688,0,0.0519
59689,0,0.0523
59690,0,0.018
59691,0,0.0051
59692,0,0.0976
59693,0,0.0464
59694,0,0.0265
59695,0,0.0204
59696,1,0.5038
59697,0,0.02
59698,0,0.1808
59699,0,0.0241
59700,0,0.2637
59701,0,0.0062
59702,0,0.0405
59703,0,0.0833
59704,0,0.0109
59705,0,0.064
59706,0,0.0427
59707,0,0.0421
59708,0,0.0302
59709,0,0.0698
59710,0,0.0447
59711,0,0.0949
59712,0,0.035
59713,0,0.0258
59714,1,0.7885
59715,1,0.6274
59716,0,0.0526
59717,0,0.0121
59718,0,0.0591
59719,1,0.782
59720,0,0.0565
59721,1,0.5829
59722,0,0.0228
59723,0,0.0338
59724,0,0.0457
59725,0,0.039
59726,0,0.0106
59727,0,0.0545
59728,0,0.0078
59729,0,0.0158
59730,0,0.1054
59731,0,0.1417
59732,0,0.0231
59733,0,0.0448
59734,0,0.0305
59735,0,0.0108
59736,0,0.0706
59737,0,0.0152
59738,0,0.1427
59739,0,0.0264
59740,0,0.0365
59741,0,0.0144
59742,0,0.1063
59743,0,0.0515
59744,0,0.2084
59745,0,0.0111
59746,0,0.0233
59747,1,0.9842
59748,0,0.0149
59749,0,0.1186
59750,0,0.044
59751,0,0.0095
59752,0,0.036
59753,0,0.0108
59754,0,0.0191
59755,1,0.5325
59756,0,0.0309
59757,0,0.0081
59758,0,0.0562
59759,0,0.0243
59760,0,0.0266
59761,0,0.0169
59762,1,0.6082
59763,0,0.0076
59764,0,0.0542
59765,0,0.0122
59766,0,0.4119
59767,0,0.0745
59768,0,0.0138
59769,0,0.096
59770,0,0.0823
59771,0,0.0111
59772,0,0.0475
59773,0,0.0136
59774,0,0.0628
59775,0,0.0912
59776,0,0.3566
59777,0,0.2858
59778,0,0.0099
59779,0,0.041
59780,0,0.0073
59781,0,0.054
59782,0,0.0386
59783,0,0.0303
59784,0,0.0389
59785,0,0.0244
59786,0,0.0938
59787,0,0.0968
59788,0,0.029
59789,0,0.0848
59790,0,0.0417
59791,0,0.0047
59792,0,0.0423
59793,0,0.0528
59794,1,0.9823
59795,1,0.7054
59796,0,0.0136
59797,0,0.0262
59798,0,0.0134
59799,0,0.0265
59800,0,0.0327
59801,0,0.0266
59802,0,0.1197
59803,0,0.1258
59804,0,0.0935
59805,0,0.0099
59806,0,0.0337
59807,0,0.0136
59808,0,0.0052
59809,0,0.0368
59810,0,0.0117
59811,0,0.0225
59812,0,0.0214
59813,0,0.0201
59814,0,0.0081
59815,0,0.4101
59816,1,0.5396
59817,0,0.0175
59818,0,0.1981
59819,0,0.0594
59820,0,0.058
59821,0,0.0775
59822,0,0.0365
59823,0,0.0569
59824,0,0.014
59825,0,0.0226
59826,0,0.0453
59827,0,0.107
59828,0,0.1845
59829,0,0.2307
59830,0,0.0416
59831,0,0.0209
59832,0,0.0636
59833,0,0.0996
59834,0,0.0308
59835,0,0.0177
59836,0,0.0387
59837,0,0.0837
59838,0,0.0567
59839,0,0.1457
59840,0,0.0795
59841,1,0.7753
59842,0,0.0207
59843,0,0.0261
59844,0,0.0304
59845,0,0.0802
59846,0,0.0144
59847,0,0.0177
59848,0,0.0344
59849,0,0.0106
59850,1,0.9936
59851,0,0.0046
59852,0,0.0227
59853,0,0.0339
59854,0,0.014
59855,0,0.0253
59856,0,0.016
59857,0,0.1235
59858,1,0.6357
59859,0,0.0768
59860,1,0.79
59861,0,0.0112
59862,0,0.0222
59863,0,0.0191
59864,0,0.0207
59865,0,0.0393
59866,0,0.0826
59867,0,0.0679
59868,0,0.0276
59869,0,0.0469
59870,0,0.0085
59871,0,0.0145
59872,0,0.0357
59873,0,0.0167
59874,0,0.0504
59875,0,0.0616
59876,0,0.0135
59877,0,0.0773
59878,1,0.9673
59879,0,0.0387
59880,1,0.6758
59881,0,0.0089
59882,0,0.14
59883,0,0.045
59884,0,0.0968
59885,0,0.0792
59886,0,0.0622
59887,1,0.9238
59888,0,0.023
59889,0,0.0192
59890,0,0.0148
59891,0,0.1943
59892,0,0.0104
59893,0,0.0424
59894,0,0.0479
59895,0,0.1022
59896,0,0.0133
59897,0,0.0249
59898,0,0.0369
59899,0,0.0967
59900,0,0.0171
59901,1,0.8004
59902,0,0.0346
59903,0,0.0491
59904,0,0.0394
59905,0,0.0385
59906,0,0.0716
59907,0,0.0231
59908,0,0.0379
59909,0,0.0432
59910,0,0.1036
59911,0,0.0444
59912,0,0.0503
59913,0,0.0038
59914,0,0.0306
59915,0,0.0627
59916,0,0.0144
59917,0,0.0062
59918,0,0.0117
59919,0,0.1315
59920,0,0.0412
59921,0,0.1233
59922,0,0.0263
59923,0,0.1037
59924,0,0.0064
59925,1,0.7559
59926,0,0.0139
59927,0,0.0227
59928,0,0.0165
59929,0,0.0107
59930,0,0.0203
59931,0,0.016
59932,0,0.0413
59933,0,0.0314
59934,0,0.0216
59935,0,0.0092
59936,0,0.033
59937,0,0.1018
59938,0,0.0612
59939,0,0.1512
59940,0,0.4229
59941,0,0.0033
59942,0,0.0105
59943,0,0.1274
59944,0,0.0088
59945,0,0.0677
59946,0,0.0485
59947,0,0.0133
59948,0,0.0249
59949,1,0.8856
59950,0,0.0224
59951,0,0.1398
59952,0,0.0147
59953,0,0.0511
59954,0,0.0616
59955,0,0.0074
59956,0,0.0135
59957,0,0.0978
59958,0,0.0149
59959,0,0.0402
59960,0,0.0059
59961,0,0.0587
59962,0,0.0763
59963,0,0.0076
59964,0,0.0043
59965,0,0.0148
59966,0,0.4651
59967,0,0.0575
59968,0,0.0241
59969,0,0.0268
59970,0,0.1728
59971,1,0.9642
59972,1,0.8
59973,0,0.0563
59974,0,0.0275
59975,0,0.0674
59976,0,0.0203
59977,0,0.1137
59978,0,0.0727
59979,0,0.0145
59980,1,0.9013
59981,0,0.0372
59982,1,0.9515
59983,0,0.0554
59984,0,0.0469
59985,0,0.0771
59986,0,0.0378
59987,0,0.0391
59988,0,0.4735
59989,0,0.0461
59990,0,0.0731
59991,1,0.7606
59992,0,0.0325
59993,0,0.0112
59994,0,0.0207
59995,1,0.834
59996,0,0.0154
59997,0,0.2399
59998,0,0.025
59999,0,0.0198
60000,0,0.0157
60001,0,0.0061
60002,0,0.0748
60003,0,0.0387
60004,0,0.0204
60005,0,0.0325
60006,0,0.1051
60007,0,0.0664
60008,0,0.0129
60009,0,0.0174
60010,0,0.0395
60011,0,0.0175
60012,0,0.1373
60013,0,0.0116
60014,0,0.0771
60015,0,0.0579
60016,0,0.1878
60017,0,0.0449
60018,0,0.045
60019,1,0.6838
60020,0,0.0706
60021,0,0.0323
60022,0,0.0537
60023,0,0.0716
60024,1,0.9889
60025,0,0.0559
60026,1,0.5587
60027,1,0.7096
60028,0,0.0202
60029,1,0.9449
60030,0,0.1721
60031,0,0.0697
60032,0,0.1651
60033,0,0.01
60034,0,0.0123
60035,0,0.0848
60036,0,0.0053
60037,0,0.0122
60038,0,0.0372
60039,0,0.0159
60040,0,0.1258
60041,0,0.0406
60042,0,0.0277
60043,0,0.0127
60044,0,0.0563
60045,0,0.0369
60046,0,0.163
60047,0,0.0381
60048,0,0.0034
60049,0,0.0832
60050,0,0.1361
60051,1,0.9604
60052,0,0.0398
60053,0,0.0287
60054,0,0.017
60055,0,0.0448
60056,0,0.1025
60057,0,0.0722
